Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
4014,15,42.061,0.719,2.3601,0.2008,CB,well_2
4014.5,15,43.356,0.562,2.356,0.1836,SS,well_2
4015,15,37.875,0.506,2.337,0.1749,SS,well_2
4015.5,15,30.688,0.471,2.2921,0.1904,SS,well_2
4016,15,34.855,0.543,2.378,0.1637,SS,well_2
4016.5,15,41.709,0.707,2.4029,0.1669,SS,well_2
4017,15,40.956,0.928,2.3691,0.1592,SS,well_2
4017.5,15,38.232,0.933,2.4208,0.1407,CB,well_2
4018,15,37.065,1.073,2.4104,0.1567,CB,well_2
4018.5,15,36.868,1.055,2.4039,0.1499,CB,well_2
4019,15,49.944,1.105,2.4389,0.1615,CB,well_2
4019.5,15,40.96,0.728,2.3296,0.176,CB,well_2
4020,15,32.127,0.472,2.2721,0.204,SS,well_2
4020.5,15,30.388,0.732,2.4251,0.1241,SS,well_2
4021,15,40.351,1.808,2.4714,0.1107,CB,well_2
4021.5,15,34.585,1.139,2.3355,0.1482,CB,well_2
4022,15,31.615,1.014,2.4935,0.1274,CB,well_2
4022.5,15,40.378,1.634,2.5559,0.1094,CB,well_2
4023,15,39.776,1.702,2.4003,0.1348,CB,well_2
4023.5,15,35.275,0.891,2.3421,0.1483,CB,well_2
4024,15,30.049,0.653,2.4439,0.1349,CB,well_2
4024.5,15,31.864,0.825,2.4431,0.1415,CB,well_2
4025,15,33.434,0.865,2.4381,0.1276,CB,well_2
4025.5,15,29.683,0.93,2.5715,0.1138,CB,well_2
4026,15,25.663,1.34,2.657,0.0851,CB,well_2
4026.5,15,39.18,1.031,2.3801,0.1631,CB,well_2
4027,15,56.939,0.889,2.4631,0.1745,CB,well_2
4027.5,15,50.66,1.017,2.4082,0.1569,CB,well_2
4028,15,45.382,1.028,2.4589,0.1593,CB,well_2
4028.5,15,49.313,0.906,2.4201,0.1478,CB,well_2
4029,15,34.718,0.589,2.3211,0.2161,CB,well_2
4029.5,15,33.803,0.512,2.2672,0.1957,SS,well_2
4030,15,41.087,0.577,2.3701,0.2007,SS,well_2
4030.5,15,28.534,0.525,2.2621,0.1748,SS,well_2
4031,15,33.812,0.567,2.3468,0.2063,SS,well_2
4031.5,15,33.39,0.738,2.3218,0.1758,SS,well_2
4032,15,50.572,1.192,2.4738,0.1412,CB,well_2
4032.5,15,50.508,1.696,2.5097,0.1427,CB,well_2
4033,15,46.506,1.508,2.428,0.1543,CB,well_2
4033.5,15,46.837,1.787,2.4891,0.1368,CB,well_2
4034,15,50.805,2.049,2.5429,0.1321,CB,well_2
4034.5,15,54.063,2.057,2.5319,0.1377,CB,well_2
4035,15,49.982,2.148,2.581,0.1316,CB,well_2
4035.5,15,49.491,1.982,2.5121,0.1414,CB,well_2
4036,15,49.426,1.704,2.514,0.1539,CB,well_2
4036.5,15,49.134,1.188,2.3632,0.2099,CB,well_2
4037,15,42.215,0.941,2.3701,0.173,CB,well_2
4037.5,15,30.484,0.958,2.4658,0.1702,CB,well_2
4038,15,30.798,1.202,2.449,0.1368,CB,well_2
4038.5,15,47.255,1.754,2.5479,0.1271,CB,well_2
4039,15,51.194,1.654,2.6213,0.1281,CB,well_2
4039.5,15,32.81,0.933,2.3499,0.1684,CB,well_2
4040,15,31.428,1.053,2.5945,0.187,CB,well_2
4040.5,15,43.383,1.78,2.448,0.1367,CB,well_2
4041,15,56.999,1.884,2.4713,0.1171,CB,well_2
4041.5,15,49.468,1.669,2.4583,0.1698,CB,well_2
4042,15,30.378,1.544,2.5027,0.1547,CB,well_2
4042.5,15,44.785,1.161,2.436,0.1223,CB,well_2
4043,15,52.734,1.009,2.448,0.2083,UN,well_2
4043.5,15,44.463,1.085,2.3941,0.1964,CB,well_2
4044,15,55.344,1.742,2.5106,0.1694,UN,well_2
4044.5,15,76.383,2.214,2.5709,0.1618,SH,well_2
4045,15,76.336,1.952,2.4881,0.1886,UN,well_2
4045.5,15,78.715,1.752,2.475,0.1794,UN,well_2
4046,15,67.411,1.69,2.3679,0.1936,CB,well_2
4046.5,15,54.332,1.439,2.4447,0.1862,UN,well_2
4047,15,57.792,1.358,2.4121,0.1894,CB,well_2
4047.5,15,64.428,1.583,2.4372,0.1731,CB,well_2
4048,15,71.846,1.722,2.4711,0.1914,UN,well_2
4048.5,15,67.9,1.752,2.4701,0.173,UN,well_2
4049,15,66.403,1.874,2.442,0.21,UN,well_2
4049.5,15,71.568,2.075,2.565,0.1838,SH,well_2
4050,15,59.528,1.773,2.4689,0.2077,SH,well_2
4050.5,15,52.531,1.523,2.4051,0.2337,UN,well_2
4051,15,58.15,1.669,2.448,0.2183,UN,well_2
4051.5,15,63.863,1.836,2.4571,0.191,UN,well_2
4052,15,61.888,1.94,2.4729,0.193,UN,well_2
4052.5,15,60.138,1.968,2.4302,0.1691,CB,well_2
4053,15,65.767,1.893,2.4771,0.1875,UN,well_2
4053.5,15,72.6,1.872,2.488,0.1926,SH,well_2
4054,15,72.025,1.827,2.5438,0.1872,SH,well_2
4054.5,15,73.854,1.681,2.4064,0.1879,CB,well_2
4055,15,69.846,1.836,2.4509,0.1969,UN,well_2
4055.5,15,76.214,1.695,2.4579,0.1989,UN,well_2
4056,15,64.4834,1.7092,2.4332,0.1981,UN,well_2
4056.5,15,70.155,1.78,2.4211,0.202,UN,well_2
4057,15,50.405,1.81,2.485,0.1463,CB,well_2
4057.5,15,58.434,1.707,2.481,0.1369,CB,well_2
4058,15,67.434,1.584,2.4499,0.1948,UN,well_2
4058.5,15,60.209,1.567,2.427,0.1918,CB,well_2
4059,15,56.715,1.691,2.4688,0.2077,UN,well_2
4059.5,15,64.877,1.733,2.486,0.2099,SH,well_2
4060,15,57.359,1.747,2.458,0.1726,CB,well_2
4060.5,15,64.596,1.776,2.5029,0.1999,SH,well_2
4061,15,44.586,1.641,2.4812,0.1625,CB,well_2
4061.5,15,43.464,1.241,2.3744,0.185,CB,well_2
4062,15,42.091,0.91,2.3002,0.1911,CB,well_2
4062.5,15,37.004,0.945,2.3529,0.1905,SS,well_2
4063,15,44.142,1.307,2.4729,0.1653,SS,well_2
4063.5,15,35.336,1.19,2.4559,0.1666,CB,well_2
4064,15,43.792,1.043,2.3412,0.2095,CB,well_2
4064.5,15,47.286,1.208,2.412,0.1916,CB,well_2
4065,15,55.337,1.19,2.4582,0.1854,CB,well_2
4065.5,15,49.304,1.275,2.457,0.183,CB,well_2
4066,15,50.842,1.187,2.4439,0.1679,CB,well_2
4066.5,15,52.009,1.183,2.47,0.1826,CB,well_2
4067,15,56.395,1.276,2.4519,0.1987,UN,well_2
4067.5,15,102.985,1.368,2.4549,0.2275,SH,well_2
4068,15,84.732,1.301,2.3952,0.1885,CB,well_2
4068.5,15,67.82,1.146,2.4189,0.1238,CB,well_2
4069,15,65.067,1.082,2.42,0.1829,SS,well_2
4069.5,15,59.612,1.1,2.429,0.1827,SS,well_2
4070,15,58.425,1.188,2.4339,0.2099,UN,well_2
4070.5,15,59.572,1.353,2.5577,0.213,SS,well_2
4071,15,72.172,1.408,2.4619,0.1972,UN,well_2
4071.5,15,76.585,1.339,2.4521,0.1972,UN,well_2
4072,15,63.861,1.172,2.444,0.2108,UN,well_2
4072.5,15,49.746,0.985,2.3651,0.1562,SS,well_2
4073,15,43.953,0.983,2.401,0.2048,SS,well_2
4073.5,15,44.703,1.137,2.5138,0.2053,SS,well_2
4074,15,51.512,1.253,2.2916,0.1859,SS,well_2
4074.5,15,48.933,1.153,2.38,0.2008,CB,well_2
4075,15,65.408,1.227,2.4349,0.1695,CB,well_2
4075.5,15,68.582,1.277,2.5019,0.1792,SH,well_2
4076,15,74.596,1.283,2.465,0.2118,SH,well_2
4076.5,15,76.227,1.384,2.4479,0.1944,UN,well_2
4077,15,67.636,1.504,2.5118,0.1701,UN,well_2
4077.5,15,66.208,1.443,2.52,0.1742,SH,well_2
4078,15,48.114,1.229,2.3988,0.1697,CB,well_2
4078.5,15,53.421,1.326,2.4269,0.1781,SS,well_2
4079,15,49.631,1.391,2.3404,0.1908,CB,well_2
4079.5,15,61.342,1.469,2.5118,0.1599,UN,well_2
4080,15,47.235,1.387,2.428,0.1812,CB,well_2
4080.5,15,54.24,1.429,2.437,0.1906,CB,well_2
4081,15,61.496,1.497,2.4549,0.1684,CB,well_2
4081.5,15,59.535,1.524,2.4161,0.1906,CB,well_2
4082,15,66.454,1.568,2.4979,0.1808,SH,well_2
4082.5,15,63.858,1.752,2.5161,0.1837,UN,well_2
4083,15,51.534,1.869,2.508,0.1341,CB,well_2
4083.5,15,59.706,1.759,2.4851,0.1416,CB,well_2
4084,15,58.417,1.651,2.486,0.1416,CB,well_2
4084.5,15,57.499,1.597,2.5311,0.1527,CB,well_2
4085,15,56.785,1.482,2.4731,0.1785,CB,well_2
4085.5,15,61.722,1.435,2.492,0.1566,CB,well_2
