Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
3832.5,14,111.5214,1.8859,2.4351,0.3127,SH,well_1
3833,14,123.1846,2.0875,2.4411,0.3098,SH,well_1
3833.5,14,123.9419,1.9548,2.431,0.3427,SH,well_1
3834,14,127.7427,1.8875,2.444,0.3308,SH,well_1
3834.5,14,126.2511,1.8444,2.422,0.3202,SH,well_1
3835,14,118.8529,2.3891,2.3613,0.3828,SH,well_1
3835.5,14,111.4693,2.3527,2.3662,0.3365,SH,well_1
3836,14,116.6975,3.2587,2.4293,0.3267,SH,well_1
3836.5,14,115.5245,2.2818,2.429,0.3115,SH,well_1
3837,14,109.1853,4.0072,2.4551,0.3105,SH,well_1
3837.5,14,132.8571,3.9759,2.409,0.3081,SH,well_1
3838,14,137.1706,1.9582,2.406,0.3439,SH,well_1
3838.5,14,120.4158,1.7901,2.379,0.3371,SH,well_1
3839,14,131.5147,3.0115,2.395,0.3322,SH,well_1
3839.5,14,123.0664,1.6555,2.437,0.338,SH,well_1
3840,14,127.8729,2.706,2.454,0.3161,SH,well_1
3840.5,14,125.0711,1.6604,2.4759,0.3003,SH,well_1
3841,14,126.5963,2.0719,2.427,0.3071,SH,well_1
3841.5,14,125.8105,2.1899,2.5528,0.3095,SH,well_1
3842,14,67.8833,1.6772,2.6517,0.2586,CB,well_1
3842.5,14,54.8834,2.1017,2.5822,0.135,CB,well_1
3843,14,106.3139,3.3502,2.5159,0.2671,SH,well_1
3843.5,14,123.5986,1.5068,2.4859,0.3138,SH,well_1
3844,14,121.7811,1.7535,2.4231,0.3052,SH,well_1
3844.5,14,124.3102,1.7808,2.4131,0.3271,SH,well_1
3845,14,140.8078,1.8733,2.398,0.3224,SH,well_1
3845.5,14,144.4906,2.0529,2.409,0.3545,SH,well_1
3846,14,151.2356,1.9885,2.4609,0.3238,SH,well_1
3846.5,14,122.583,1.9074,2.46,0.3604,SH,well_1
3847,14,65.3577,15.1263,2.7275,0.277,CB,well_1
3847.5,14,103.1029,7.191,2.657,0.1748,SH,well_1
3848,14,150.2394,5.6222,2.4861,0.2868,SH,well_1
3848.5,14,142.9678,1.661,2.4231,0.3445,SH,well_1
3849,14,135.1995,1.5821,2.44,0.3331,SH,well_1
3849.5,14,91.2757,5.2603,2.4301,0.2366,SH,well_1
3850,14,136.353,1.9637,2.4373,0.2889,SH,well_1
3850.5,14,137.4146,1.9874,2.4269,0.348,SH,well_1
3851,14,129.0287,1.7092,2.4141,0.3211,SH,well_1
3851.5,14,126.3558,1.6477,2.406,0.3158,SH,well_1
3852,14,119.3945,1.6078,2.468,0.3197,SH,well_1
3852.5,14,117.8729,1.387,2.496,0.3197,SH,well_1
3853,14,119.5229,1.475,2.47,0.2925,SH,well_1
3853.5,14,122.1031,1.7505,2.486,0.2875,SH,well_1
3854,14,118.3926,1.5035,2.4561,0.3187,SH,well_1
3854.5,14,112.9944,1.5259,2.4281,0.3335,SH,well_1
3855,14,121.9538,1.9116,2.4621,0.2942,SH,well_1
3855.5,14,121.005,1.8121,2.4919,0.3062,SH,well_1
3856,14,122.3462,1.7861,2.462,0.3316,SH,well_1
3856.5,14,125.1702,1.565,2.492,0.3023,SH,well_1
3857,14,117.2818,1.561,2.492,0.3151,SH,well_1
3857.5,14,124.3094,1.4361,2.4601,0.3195,SH,well_1
3858,14,126.0952,1.8351,2.4729,0.2896,SH,well_1
3858.5,14,126.3356,1.5979,2.457,0.2989,SH,well_1
3859,14,130.6502,1.5762,2.4681,0.3389,SH,well_1
3859.5,14,124.451,1.5007,2.4331,0.3272,SH,well_1
3860,14,129.3534,1.552,2.5108,0.304,SH,well_1
3860.5,14,132.8703,1.572,2.436,0.3041,SH,well_1
3861,14,136.325,1.5513,2.4789,0.3175,SH,well_1
3861.5,14,133.4487,1.651,2.4101,0.3547,SH,well_1
3862,14,133.0294,1.5481,2.461,0.3518,SH,well_1
3862.5,14,125.3988,1.547,2.478,0.307,SH,well_1
3863,14,124.8757,1.572,2.472,0.2786,SH,well_1
3863.5,14,118.1298,1.485,2.502,0.2942,SH,well_1
3864,14,123.5874,1.444,2.478,0.2968,SH,well_1
3864.5,14,102.1814,1.3463,2.4901,0.3426,SH,well_1
3865,14,120.9305,3.2004,2.47,0.3055,SH,well_1
3865.5,14,122.0454,1.3979,2.4603,0.236,SH,well_1
3866,14,84.2221,1.6074,2.4794,0.2095,SH,well_1
3866.5,14,125.1146,3.5584,2.482,0.332,SH,well_1
3867,14,124.6675,1.3329,2.4571,0.3048,SH,well_1
3867.5,14,130.306,1.3481,2.452,0.2881,SH,well_1
3868,14,129.0883,1.4946,2.477,0.3438,SH,well_1
3868.5,14,140.2417,1.7959,2.43,0.325,SH,well_1
3869,14,121.5494,1.4557,2.4181,0.3161,SH,well_1
3869.5,14,127.0525,1.5405,2.4159,0.3501,SH,well_1
3870,14,128.6575,1.1921,2.452,0.3068,SH,well_1
3870.5,14,111.734,1.223,2.4511,0.3007,SH,well_1
3871,14,113.6266,1.196,2.451,0.3213,SH,well_1
3871.5,14,123.2575,1.2317,2.462,0.3197,SH,well_1
3872,14,134.3399,1.3291,2.4411,0.3526,SH,well_1
3872.5,14,128.1006,1.3271,2.458,0.3297,SH,well_1
3873,14,122.51,1.4059,2.425,0.3353,SH,well_1
3873.5,14,126.562,1.507,2.456,0.338,SH,well_1
3874,14,132.2198,1.257,2.449,0.3491,SH,well_1
3874.5,14,129.5338,1.3819,2.4799,0.3399,SH,well_1
3875,14,127.8795,1.4942,2.4091,0.3319,SH,well_1
3875.5,14,125.2094,1.7428,2.475,0.3524,SH,well_1
3876,14,119.7123,1.4311,2.447,0.3144,SH,well_1
3876.5,14,125.6348,1.1843,2.509,0.3042,SH,well_1
3877,14,129.9181,1.2122,2.4269,0.3606,SH,well_1
3877.5,14,130.2806,1.092,2.4539,0.3244,SH,well_1
3878,14,132.6849,1.2029,2.442,0.3511,SH,well_1
3878.5,14,128.5127,1.1479,2.466,0.3418,SH,well_1
3879,14,124.5218,1.4464,2.466,0.3272,SH,well_1
3879.5,14,124.6741,1.3591,2.4101,0.3371,SH,well_1
3880,14,111.9618,1.3258,2.4969,0.3152,SH,well_1
3880.5,14,113.503,1.4167,2.6469,0.3105,SH,well_1
3881,14,125.3892,1.2991,2.5651,0.3286,SH,well_1
3881.5,14,129.522,1.3258,2.4019,0.3364,SH,well_1
3882,14,123.6241,1.2819,2.484,0.3585,SH,well_1
3882.5,14,125.0996,1.3468,2.4041,0.3569,SH,well_1
3883,14,130.8156,1.3512,2.4679,0.3216,SH,well_1
3883.5,14,121.1406,1.5302,2.46,0.3578,SH,well_1
3884,14,121.8144,1.2748,2.4599,0.3279,SH,well_1
3884.5,14,125.5587,1.4032,2.4441,0.3333,SH,well_1
3885,14,121.457,1.7603,2.472,0.3172,SH,well_1
3885.5,14,125.7879,1.4531,2.46,0.338,SH,well_1
3886,14,119.6337,1.7352,2.4519,0.3184,SH,well_1
3886.5,14,94.0185,1.5464,2.4958,0.2739,SH,well_1
3887,14,121.0491,2.5704,2.4702,0.2922,SH,well_1
3887.5,14,125.3368,1.4502,2.4471,0.3878,SH,well_1
3888,14,126.1594,1.7754,2.4939,0.3377,SH,well_1
3888.5,14,113.9406,1.1991,2.451,0.3377,SH,well_1
3889,14,110.0566,1.2261,2.365,0.341,SH,well_1
3889.5,14,117.0179,1.3077,2.491,0.3585,SH,well_1
3890,14,120.0716,1.2963,2.4621,0.3503,SH,well_1
3890.5,14,121.533,1.439,2.417,0.323,SH,well_1
3891,14,120.7208,1.2811,2.4469,0.3911,SH,well_1
3891.5,14,120.2285,1.3313,2.429,0.3655,SH,well_1
3892,14,124.5648,1.3518,2.3919,0.3468,SH,well_1
3892.5,14,115.6062,1.6157,2.413,0.3503,SH,well_1
3893,14,111.3902,1.407,2.466,0.3231,SH,well_1
3893.5,14,107.2966,1.5119,2.443,0.311,SH,well_1
3894,14,111.4663,1.3032,2.459,0.3221,SH,well_1
3894.5,14,106.832,1.4181,2.458,0.3135,SH,well_1
3895,14,103.6036,1.5266,2.459,0.2957,SH,well_1
3895.5,14,105.4922,1.273,2.45,0.302,SH,well_1
3896,14,110.0718,1.2702,2.446,0.3249,SH,well_1
3896.5,14,112.8232,1.2022,2.441,0.3236,SH,well_1
3897,14,116.3147,1.2958,2.398,0.3445,SH,well_1
3897.5,14,116.1658,1.2188,2.427,0.3527,SH,well_1
3898,14,110.577,1.1133,2.401,0.3435,SH,well_1
3898.5,14,114.6394,1.4676,2.391,0.3308,SH,well_1
3899,14,113.9638,1.419,2.412,0.3609,SH,well_1
3899.5,14,111.4396,1.3612,2.417,0.325,SH,well_1
3900,14,113.7976,1.3993,2.422,0.3152,SH,well_1
3900.5,14,110.8351,1.395,2.422,0.3095,SH,well_1
3901,14,105.5093,1.4662,2.403,0.3002,SH,well_1
3901.5,14,106.038,1.6481,2.414,0.3224,SH,well_1
3902,14,99.512,1.7443,2.439,0.3062,SH,well_1
3902.5,14,101.945,1.74,2.43,0.2958,SH,well_1
3903,14,101.3522,1.5909,2.464,0.291,SH,well_1
3903.5,14,102.0082,1.4481,2.434,0.3026,SH,well_1
3904,14,106.0304,1.409,2.423,0.3169,SH,well_1
3904.5,14,107.5433,1.4961,2.4429,0.3216,SH,well_1
3905,14,118.6355,1.3559,2.428,0.2907,SH,well_1
3905.5,14,108.3657,1.3411,2.43,0.3025,SH,well_1
3906,14,112.5472,1.3811,2.438,0.3198,SH,well_1
3906.5,14,112.066,1.3131,2.393,0.3111,SH,well_1
3907,14,109.0513,1.6202,2.426,0.3163,SH,well_1
3907.5,14,106.081,1.3779,2.478,0.3196,SH,well_1
3908,14,109.9221,1.3331,2.385,0.3463,SH,well_1
3908.5,14,107.5055,1.3619,2.422,0.3142,SH,well_1
3909,14,108.3635,1.3439,2.451,0.3031,SH,well_1
3909.5,14,99.5807,1.3261,2.4241,0.3096,SH,well_1
3910,14,105.1411,1.3535,2.4358,0.316,SH,well_1
3910.5,14,108.3486,1.4958,2.446,0.3021,SH,well_1
3911,14,104.4942,1.2146,2.426,0.3161,SH,well_1
3911.5,14,100.6323,1.5909,2.4549,0.3121,SH,well_1
3912,14,104.1336,1.4418,2.44,0.291,SH,well_1
3912.5,14,104.6748,1.3643,2.445,0.2848,SH,well_1
3913,14,107.0384,1.544,2.466,0.3118,SH,well_1
3913.5,14,112.2382,1.4739,2.442,0.3165,SH,well_1
3914,14,104.8567,1.394,2.464,0.3042,SH,well_1
3914.5,14,109.4828,1.5383,2.432,0.2983,SH,well_1
3915,14,107.5009,1.4947,2.4759,0.3125,SH,well_1
3915.5,14,101.6981,1.3943,2.475,0.2939,SH,well_1
3916,14,106.4273,1.3833,2.4771,0.3038,SH,well_1
3916.5,14,103.7252,1.478,2.472,0.2742,SH,well_1
3917,14,105.0359,1.5419,2.451,0.2948,SH,well_1
3917.5,14,103.0309,1.4541,2.467,0.2903,SH,well_1
3918,14,101.6539,1.4192,2.461,0.2725,SH,well_1
3918.5,14,102.969,1.5161,2.477,0.2767,SH,well_1
3919,14,103.8266,1.4809,2.47,0.2878,SH,well_1
3919.5,14,103.8217,1.5849,2.467,0.3057,SH,well_1
3920,14,106.3224,1.586,2.471,0.2739,SH,well_1
3920.5,14,106.04,1.6111,2.454,0.3177,SH,well_1
3921,14,103.7238,1.7368,2.4701,0.3052,SH,well_1
3921.5,14,107.5432,1.7003,2.477,0.2598,SH,well_1
3922,14,98.294,1.58,2.459,0.2862,SH,well_1
3922.5,14,97.2644,1.6147,2.448,0.2729,SH,well_1
3923,14,106.0858,1.5592,2.433,0.2834,SH,well_1
3923.5,14,104.5717,1.4294,2.4788,0.3174,SH,well_1
3924,14,96.6799,1.657,2.449,0.2729,SH,well_1
3924.5,14,99.004,1.5577,2.437,0.2676,SH,well_1
3925,14,105.3142,1.5751,2.411,0.2836,SH,well_1
3925.5,14,105.0249,1.73,2.3961,0.2906,SH,well_1
3926,14,104.9218,1.3476,2.4439,0.2844,SH,well_1
3926.5,14,96.7871,1.7203,2.432,0.2782,SH,well_1
3927,14,110.626,1.4692,2.424,0.3062,SH,well_1
3927.5,14,114.2455,1.903,2.4289,0.2912,SH,well_1
3928,14,115.2969,1.9081,2.4329,0.286,SH,well_1
3928.5,14,109.4312,1.7944,2.445,0.2687,SH,well_1
3929,14,99.1932,1.897,2.472,0.2418,SH,well_1
3929.5,14,97.015,1.858,2.5379,0.2366,SH,well_1
3930,14,105.1642,1.7229,2.4402,0.266,SH,well_1
3930.5,14,97.8955,1.8586,2.5098,0.285,SH,well_1
3931,14,107.1536,1.7309,2.5289,0.2454,SH,well_1
3931.5,14,99.6121,1.9475,2.476,0.2794,SH,well_1
3932,14,101.2966,2.0736,2.479,0.2737,SH,well_1
3932.5,14,99.8819,1.763,2.524,0.2698,SH,well_1
3933,14,105.1646,1.686,2.4801,0.297,SH,well_1
3933.5,14,103.0309,1.9008,2.466,0.2723,SH,well_1
3934,14,104.2071,3.6472,2.48,0.2755,SH,well_1
3934.5,14,103.9292,4.0526,2.5099,0.2564,SH,well_1
3935,14,101.7257,1.5816,2.5393,0.2511,SH,well_1
3935.5,14,79.3054,4.0538,2.5109,0.3349,SH,well_1
3936,14,99.5338,2.3399,2.532,0.2697,SH,well_1
3936.5,14,100.1166,1.6859,2.4611,0.2516,SH,well_1
3937,14,102.0782,1.5546,2.5109,0.2484,SH,well_1
3937.5,14,102.8712,1.6905,2.472,0.2754,SH,well_1
3938,14,99.5322,1.615,2.482,0.2566,SH,well_1
3938.5,14,103.0139,1.747,2.4549,0.276,SH,well_1
3939,14,103.8263,1.5409,2.445,0.2678,SH,well_1
3939.5,14,126.6097,1.5389,2.484,0.2694,SH,well_1
3940,14,128.4154,1.579,2.449,0.2967,SH,well_1
3940.5,14,98.4191,1.4575,2.468,0.2581,SH,well_1
3941,14,97.5093,1.4025,2.449,0.2524,SH,well_1
3941.5,14,96.5492,1.553,2.441,0.2564,SH,well_1
3942,14,90.5812,1.5227,2.479,0.2471,SH,well_1
3942.5,14,96.6765,1.3909,2.47,0.2668,SH,well_1
3943,14,97.3124,1.3369,2.484,0.26,SH,well_1
3943.5,14,96.9399,1.352,2.5069,0.2593,SH,well_1
3944,14,95.2664,1.3107,2.514,0.2556,SH,well_1
3944.5,14,91.3661,1.4141,2.515,0.2662,SH,well_1
3945,14,92.1494,1.4519,2.5109,0.2438,SH,well_1
3945.5,14,93.9951,1.385,2.503,0.2486,SH,well_1
3946,14,69.4249,1.447,2.6389,0.2059,SH,well_1
3946.5,14,86.5671,4.4327,2.5284,0.276,SH,well_1
3947,14,96.3899,1.5329,2.507,0.2447,SH,well_1
3947.5,14,97.1589,1.5842,2.502,0.2669,SH,well_1
3948,14,99.3517,1.4958,2.472,0.2601,SH,well_1
3948.5,14,76.8756,1.5531,2.4952,0.2234,SH,well_1
3949,14,95.4092,2.6156,2.4941,0.2624,SH,well_1
3949.5,14,96.4698,1.53,2.487,0.2554,SH,well_1
3950,14,94.5529,1.5554,2.472,0.2899,SH,well_1
3950.5,14,93.2076,1.187,2.464,0.2739,SH,well_1
3951,14,98.2,1.4161,2.461,0.2682,SH,well_1
3951.5,14,95.8043,1.4774,2.463,0.2653,SH,well_1
3952,14,92.1925,1.4499,2.5,0.2556,SH,well_1
3952.5,14,91.7398,1.6119,2.463,0.2526,SH,well_1
3953,14,95.9807,1.6221,2.4959,0.2494,SH,well_1
3953.5,14,88.682,1.3133,2.509,0.2584,SH,well_1
3954,14,101.2348,1.8669,2.49,0.2636,SH,well_1
3954.5,14,91.0579,1.512,2.5439,0.2752,SH,well_1
3955,14,94.2092,1.6022,2.5469,0.2447,SH,well_1
3955.5,14,107.475,1.9799,2.497,0.2443,SH,well_1
3956,14,113.5647,1.5063,2.477,0.3062,SH,well_1
3956.5,14,89.2952,1.4616,2.472,0.2559,SH,well_1
3957,14,99.2297,1.2782,2.446,0.2613,SH,well_1
3957.5,14,97.2168,1.454,2.4521,0.2859,SH,well_1
3958,14,96.8273,1.4131,2.447,0.2886,SH,well_1
3958.5,14,95.5256,1.458,2.4431,0.2665,SH,well_1
3959,14,100.6152,1.2768,2.467,0.2495,SH,well_1
3959.5,14,96.3129,1.3829,2.5019,0.2624,SH,well_1
3960,14,77.3576,1.3263,2.6222,0.2145,SH,well_1
3960.5,14,90.7436,2.1568,2.4941,0.2733,SH,well_1
3961,14,93.853,1.7382,2.47,0.2371,SH,well_1
3961.5,14,92.983,1.7601,2.494,0.228,SH,well_1
3962,14,88.336,1.5512,2.5,0.2664,SH,well_1
3962.5,14,77.8789,1.5786,2.5559,0.2307,SH,well_1
3963,14,90.3538,1.788,2.6953,0.2193,SH,well_1
3963.5,14,92.6148,2.1153,2.479,0.2339,SH,well_1
3964,14,88.4476,1.7617,2.476,0.2436,SH,well_1
3964.5,14,94.3217,1.7646,2.525,0.2145,SH,well_1
3965,14,95.8259,1.4559,2.513,0.24,SH,well_1
3965.5,14,100.2311,1.3824,2.4941,0.2572,SH,well_1
3966,14,100.2235,1.4428,2.459,0.264,SH,well_1
3966.5,14,90.1522,1.5747,2.439,0.2317,SH,well_1
3967,14,90.972,1.5582,2.503,0.2374,SH,well_1
3967.5,14,94.8464,0.6426,2.484,0.2957,SH,well_1
3968,14,92.2725,1.4857,2.4539,0.2325,SH,well_1
3968.5,14,56.0221,1.1304,2.502,0.2658,SS,well_1
3969,14,61.9898,3.6631,2.5398,0.1604,SH,well_1
3969.5,14,94.428,1.8811,2.5655,0.227,SH,well_1
3970,14,96.1125,1.4569,2.442,0.2377,SH,well_1
3970.5,14,95.4977,1.4499,2.465,0.2531,SH,well_1
3971,14,100.7272,1.49,2.5236,0.2726,SH,well_1
3971.5,14,96.9407,1.4014,2.459,0.2802,SH,well_1
3972,14,95.4094,1.1041,2.4429,0.2679,SH,well_1
3972.5,14,100.2631,1.5496,2.48,0.2972,SH,well_1
3973,14,94.9773,1.327,2.4591,0.285,SH,well_1
3973.5,14,76.5748,1.4276,2.6541,0.2911,SH,well_1
3974,14,95.8001,2.7389,2.5999,0.2125,SH,well_1
3974.5,14,98.5325,1.0115,2.481,0.2835,SH,well_1
3975,14,99.355,1.2989,2.454,0.2778,SH,well_1
3975.5,14,97.3224,0.6311,2.4161,0.2909,SH,well_1
3976,14,92.1691,1.6334,2.5029,0.2965,SH,well_1
3976.5,14,99.2958,1.2522,2.479,0.2839,SH,well_1
3977,14,99.1288,1.5612,2.5229,0.2791,SH,well_1
3977.5,14,99.1831,1.369,2.4491,0.2824,SH,well_1
3978,14,97.4639,1.2535,2.4919,0.269,SH,well_1
3978.5,14,93.9988,1.3788,2.471,0.2782,SH,well_1
3979,14,95.3895,1.3291,2.467,0.2788,SH,well_1
3979.5,14,96.2822,1.339,2.475,0.2772,SH,well_1
3980,14,94.3668,1.3447,2.4521,0.2849,SH,well_1
3980.5,14,94.1736,1.1951,2.479,0.268,SH,well_1
3981,14,91.8437,1.211,2.4999,0.27,SH,well_1
3981.5,14,52.6321,5.4184,2.9319,0.2474,CB,well_1
3982,14,90.6202,5.1445,2.4753,0.2732,SH,well_1
3982.5,14,99.3789,1.8156,2.479,0.2527,SH,well_1
3983,14,101.2325,1.4506,2.502,0.2651,SH,well_1
3983.5,14,89.6927,1.4385,2.4929,0.2622,SH,well_1
3984,14,102.3135,1.5578,2.4939,0.2654,SH,well_1
3984.5,14,97.0981,1.5691,2.477,0.2663,SH,well_1
3985,14,86.2095,1.5733,2.6841,0.2704,SH,well_1
3985.5,14,87.7068,1.8762,2.5168,0.2234,SH,well_1
3986,14,71.9873,2.8806,2.893,0.2109,SH,well_1
3986.5,14,74.2332,1.8471,2.4911,0.2074,SH,well_1
3987,14,96.8868,1.2199,2.3832,0.3142,SH,well_1
3987.5,14,95.4443,1.4969,2.485,0.3873,SH,well_1
3988,14,98.6103,1.2041,2.481,0.3571,SH,well_1
3988.5,14,94.4592,1.0703,2.4471,0.3288,SH,well_1
3989,14,100.144,1.287,2.499,0.3179,SH,well_1
3989.5,14,100.455,1.3449,2.492,0.3093,SH,well_1
3990,14,100.3228,1.4688,2.4871,0.2952,SH,well_1
3990.5,14,86.3851,2.8519,2.5631,0.2455,SH,well_1
3991,14,91.2889,1.4377,2.478,0.2855,SH,well_1
3991.5,14,90.7209,2.1862,2.5658,0.2976,SH,well_1
3992,14,70.8549,1.5897,2.7399,0.2625,SH,well_1
3992.5,14,85.3772,1.3679,2.436,0.2673,SH,well_1
3993,14,81.2101,1.1922,2.419,0.2579,SH,well_1
3993.5,14,71.6168,1.1222,2.412,0.2464,SH,well_1
3994,14,67.0912,0.9662,2.426,0.23,SH,well_1
3994.5,14,54.5446,0.9249,2.406,0.1907,SS,well_1
3995,14,51.3104,0.8374,2.3902,0.2277,UN,well_1
3995.5,14,49.7762,0.7981,2.39,0.1935,SS,well_1
3996,14,41.6503,1.0752,2.43,0.1877,SS,well_1
3996.5,14,36.4986,16.2184,3.0949,0.1461,CB,well_1
3997,14,40.4338,0.5734,2.7465,0.1143,CB,well_1
3997.5,14,41.9735,0.8008,2.5298,0.2073,CB,well_1
3998,14,45.5994,0.6102,2.367,0.1952,SS,well_1
3998.5,14,38.5644,1.1027,2.3671,0.1956,SS,well_1
3999,14,35.6838,0.8103,2.1642,0.2154,SS,well_1
3999.5,14,41.4935,0.767,2.4,0.1962,CB,well_1
4000,14,36.2931,0.7823,2.353,0.1812,SS,well_1
4000.5,14,34.7213,0.6,2.377,0.1964,SS,well_1
4001,14,34.0035,0.7723,2.362,0.1876,SS,well_1
4001.5,14,38.2266,1.2271,2.3591,0.1837,SS,well_1
4002,14,30.4453,0.6667,2.625,0.1895,CB,well_1
4002.5,14,29.2341,0.417,2.3571,0.1753,CB,well_1
4003,14,23.8017,0.617,2.3718,0.2084,SS,well_1
4003.5,14,26.5819,0.459,2.4231,0.1875,SS,well_1
4004,14,27.4338,0.901,2.3559,0.2122,SS,well_1
4004.5,14,28.7617,0.5971,2.4511,0.2084,SS,well_1
4005,14,33.1196,0.7728,2.3261,0.203,SS,well_1
4005.5,14,29.4466,0.5061,2.3068,0.2191,SS,well_1
4006,14,33.6752,0.816,2.347,0.2103,SS,well_1
4006.5,14,35.9529,0.983,2.4345,0.188,CB,well_1
4007,14,39.8253,0.8782,2.381,0.2139,CB,well_1
4007.5,14,46.3521,0.913,2.382,0.2134,SS,well_1
4008,14,50.6996,1.5298,2.5707,0.2087,SS,well_1
4008.5,14,51.0931,0.8093,2.397,0.2305,SS,well_1
4009,14,44.4206,1.0618,2.409,0.2068,SS,well_1
4009.5,14,49.4397,2.8255,2.6458,0.183,CB,well_1
4010,14,58.1977,0.8669,2.5469,0.243,CB,well_1
4010.5,14,61.3778,0.6547,2.3361,0.2131,SS,well_1
4011,14,45.2197,0.528,2.3161,0.2188,SS,well_1
4011.5,14,40.2261,0.4643,2.2192,0.2199,SS,well_1
4012,14,36.8023,0.6571,2.5988,0.2438,SS,well_1
4012.5,14,35.7583,0.8005,2.7491,0.2365,CB,well_1
4013,14,34.0586,0.76,2.393,0.2464,SS,well_1
4013.5,14,34.5082,0.9209,2.5835,0.2096,CB,well_1
4014,14,27.8115,0.9129,2.7385,0.1777,CB,well_1
4014.5,14,30.0033,3.8359,2.3632,0.215,CB,well_1
4015,14,30.0027,0.5029,2.2012,0.2106,SS,well_1
4015.5,14,30.2957,0.4909,2.4156,0.1817,SS,well_1
4016,14,30.9505,0.8612,2.312,0.2167,SS,well_1
4016.5,14,33.4781,0.5169,2.3221,0.215,SS,well_1
4017,14,35.3156,0.524,2.4547,0.2146,SS,well_1
4017.5,14,31.2946,0.7738,2.5079,0.2202,SS,well_1
4018,14,37.0224,1.3904,2.4333,0.2151,CB,well_1
4018.5,14,37.1912,1.5143,2.3159,0.236,CB,well_1
4019,14,38.6847,0.5428,2.3101,0.2353,SS,well_1
4019.5,14,39.7597,0.7606,2.3149,0.2285,SS,well_1
4020,14,39.9422,0.5812,2.294,0.2333,SS,well_1
4020.5,14,39.6959,0.47,2.3,0.2359,SS,well_1
4021,14,35.6645,0.499,2.4745,0.2184,SS,well_1
4021.5,14,37.1314,1.3312,2.3798,0.2277,SS,well_1
4022,14,34.4616,0.497,2.4909,0.2534,SS,well_1
4022.5,14,25.7695,0.5139,2.6206,0.2675,SS,well_1
4023,14,29.5082,1.7079,2.6749,0.2323,CB,well_1
4023.5,14,38.9578,0.6152,2.641,0.2219,CB,well_1
4024,14,31.4657,1.0864,2.4301,0.2509,CB,well_1
4024.5,14,28.3588,0.5231,2.4599,0.2211,SS,well_1
4025,14,63.6772,0.5703,2.5269,0.2067,UN,well_1
4025.5,14,71.118,0.9514,2.7295,0.2911,SH,well_1
4026,14,60.4438,1.6763,2.9057,0.3273,CB,well_1
4026.5,14,40.7884,1.9537,2.9161,0.2961,CB,well_1
4027,14,39.4646,1.4836,2.8006,0.3691,CB,well_1
4027.5,14,32.9945,1.3944,2.6544,0.3444,CB,well_1
4028,14,34.7758,0.8152,2.4508,0.3054,SS,well_1
4028.5,14,45.3754,1.0472,2.7661,0.2095,CB,well_1
4029,14,40.3606,1.2214,2.529,0.2767,CB,well_1
4029.5,14,36.7953,0.6972,2.55,0.2934,CB,well_1
4030,14,37.3534,0.6392,2.5484,0.2436,SS,well_1
4030.5,14,38.7692,0.5281,2.427,0.1778,CB,well_1
4031,14,34.6864,2.7592,2.7011,0.155,CB,well_1
4031.5,14,50.1539,1.1551,2.382,0.1967,SS,well_1
4032,14,47.7158,0.4922,2.35,0.2426,SS,well_1
4032.5,14,49.6943,0.472,2.3249,0.2449,SS,well_1
4033,14,41.7688,0.4642,2.41,0.2347,SS,well_1
4033.5,14,80.9937,0.4639,2.4858,0.315,SH,well_1
4034,14,91.2871,1.9434,2.485,0.3113,SH,well_1
4034.5,14,77.4415,1.5181,2.622,0.3703,SH,well_1
4035,14,58.8931,1.2194,2.8098,0.365,CB,well_1
4035.5,14,30.8371,0.6211,2.6621,0.2204,CB,well_1
4036,14,24.0457,1.6121,2.428,0.1098,CB,well_1
4036.5,14,18.1681,0.4704,2.2973,0.1747,CB,well_1
4037,14,10.8541,0.3713,2.2401,0.1847,SS,well_1
4037.5,14,11.9718,0.3269,2.2898,0.1713,SS,well_1
4038,14,12.2045,0.254,2.287,0.1697,CB,well_1
4038.5,14,10.7308,0.2919,2.307,0.1658,CB,well_1
4039,14,13.4218,0.333,2.269,0.165,CB,well_1
4039.5,14,11.1886,0.332,2.282,0.1655,CB,well_1
4040,14,11.4491,0.294,2.3209,0.1621,CB,well_1
4040.5,14,12.3791,0.3412,2.311,0.159,CB,well_1
4041,14,11.8945,0.2749,2.3429,0.1664,CB,well_1
4041.5,14,13.3829,0.313,2.3051,0.1521,CB,well_1
4042,14,14.0877,0.286,2.295,0.1767,CB,well_1
4042.5,14,13.3439,0.2371,2.292,0.1726,CB,well_1
4043,14,13.06,0.3589,2.275,0.1621,CB,well_1
4043.5,14,13.7257,0.294,2.307,0.1742,CB,well_1
4044,14,12.5128,0.2451,2.2852,0.1633,CB,well_1
4044.5,14,13.508,0.3959,2.2972,0.1709,SS,well_1
4045,14,14.1596,0.295,2.305,0.1604,SS,well_1
4045.5,14,12.6261,0.2799,2.286,0.1793,SS,well_1
4046,14,11.3848,0.2095,2.3241,0.1768,CB,well_1
4046.5,14,13.9825,0.234,2.4419,0.1842,CB,well_1
4047,14,19.5874,0.283,2.3022,0.1706,SS,well_1
4047.5,14,21.8953,0.382,2.3169,0.1839,SS,well_1
4048,14,26.763,0.35,2.303,0.1895,SS,well_1
4048.5,14,24.1192,0.38,2.298,0.1791,SS,well_1
4049,14,27.1294,0.373,2.299,0.1892,SS,well_1
4049.5,14,24.5608,0.337,2.279,0.2026,SS,well_1
